id,rating,text,clean_text,suggested_tags,delivery_shipping,redemption_activation,product_quality,customer_service,refund_return,usability,value_price,fraud_scam,other,notes
41414,5,Awesome,awesome,other,,,,,,,,,,
41418,5,Super easy and I never have to worry about paying for my stuff. Amazon makes it easy with PrePaid balance cards.,super easy and i never NOT_have NOT_to NOT_worry about paying for my stuff amazon makes it easy with prepaid balance cards,other,,,,,,,,,,
4143,5,Easy to use. Very handy to add funds for a collage student!,easy to use very handy to add funds for a collage student,other,,,,,,,,,,
41438,5,Love love love the box!,love love love the box,other,,,,,,,,,,
41439,5,I have got several problems of theft identity and I have buy and used this to prevent fraud and so far is working great and is easy to use and faster to charge,i have got several problems of theft identity and i have buy and used this to prevent fraud and so far is working great and is easy to use and faster to charge,fraud_scam,,,,,,,,,,
4144,5,Worked perfect.,worked perfect,other,,,,,,,,,,
41441,5,Got it as a gift for another person and it worked just fine no issues.,got it as a gift for another person and it worked just fine no NOT_issues,other,,,,,,,,,,
41443,5,I paid extra $6 it ready to go when it arrived,i paid extra 6 it ready to go when it arrived,delivery_shipping,,,,,,,,,,
41454,5,Saved $10 bucks,saved 10 bucks,other,,,,,,,,,,
41479,5,"Excellent, don’t have to leave the house",excellent don t have to leave the house,other,,,,,,,,,,
41480,5,"It's a gift card, not much else to say.",it s a gift card not NOT_much NOT_else NOT_to say,other,,,,,,,,,,
41492,5,Exactly what I expected.,exactly what i expected,other,,,,,,,,,,
41493,5,Came quickly and super cute little box.,came quickly and super cute little box,other,,,,,,,,,,
41494,5,"Love Steak N Shake. Great kids menu, and a great price on this gift card",love steak n shake great kids menu and a great price on this gift card,other,,,,,,,,,,
41502,5,Pretty boxes!,pretty boxes,other,,,,,,,,,,
41512,5,"This is super easy to order, load, and check balance. Each week if kiddo does well with her Virtual Learning I’ll put some funds on her card through app. She’s able to access the funds easily to pay for various Fire games add on’s.ove how it take a moment to add funds on.",this is super easy to order load and check balance each week if kiddo does well with her virtual learning i ll put some funds on her card through app she s able to access the funds easily to pay for various fire games add on s ove how it take a moment to add funds on,other,,,,,,,,,,
41513,4,If you are having trouble with your card then make sure to register it on the subway website and check the balance. Mine has a full balance of $25. If there is an issue that comes up when purchasing food then I'll update this review.,if you are having trouble with your card then make sure to register it on the subway website and check the balance mine has a full balance of 25 if there is an issue that comes up when purchasing food then i ll update this review,other,,,,,,,,,,
41515,5,I purchased this for my grandma as a birthday gift. I sent it directly to her as we stay in different states and I knew she needed something easy she could use. This was perfect and no hassle! She already used this card as well. I highly recommend & I’m sure she would too.,i purchased this for my grandma as a birthday gift i sent it directly to her as we stay in different states and i knew she needed something easy she could use this was perfect and no NOT_hassle she already used this card as well i highly recommend i m sure she would too,other,,,,,,,,,,
41518,5,I bought this as a Christmas gift for my sister. I didn’t get to see her. But I was able to ship this gift before Christmas came. It was the perfect gift. Easy to send and easy for her to use. I 100% recommend buying this gift card.,i bought this as a christmas gift for my sister i didn t get to see her but i was able to ship this gift before christmas came it was the perfect gift easy to send and easy for her to use i 100 recommend buying this gift card,delivery_shipping,,,,,,,,,,
41521,5,I often load my gift card up for a quick and easy transactions. Some times it takes to long for them to take money off my card but if I just go ahead and load it on a gift card and then make a purchase using it. It takes the money out right away. Highly recommend using this.,i often load my gift card up for a quick and easy transactions some times it takes to long for them to take money off my card but if i just go ahead and load it on a gift card and then make a purchase using it it takes the money out right away highly recommend using this,other,,,,,,,,,,
41524,5,Love this cover,love this cover,other,,,,,,,,,,
41529,5,Purchased for another grand niece she she could shop for herself.  She was very happy to get it!,purchased for another grand niece she she could shop for herself she was very happy to get it,other,,,,,,,,,,
41535,5,This is perfect and already wrapped for you! It comes at no additional cost than the gift card and I love that!,this is perfect and already wrapped for you it comes at no NOT_additional NOT_cost NOT_than the gift card and i love that,other,,,,,,,,,,
41536,5,Fast arrival and no issues at the store,fast arrival and no NOT_issues NOT_at NOT_the store,delivery_shipping,,,,,,,,,,
41539,5,"After reading some other reviews I was a little worried. However, when the card came in I verified the amount purchased was actually on the card and as expected it was! No complaints!",after reading some other reviews i was a little worried however when the card came in i verified the amount purchased was actually on the card and as expected it was no NOT_complaints,other,,,,,,,,,,
4154,5,always a good thing.,always a good thing,other,,,,,,,,,,
41542,5,Bought for vacation and it was enough for a whole meal and then some. Worth it.,bought for vacation and it was enough for a whole meal and then some worth it,other,,,,,,,,,,
41545,1,"I WAS HAPPY ALL GIFT CARDS WERE IN THE ENVELOPE. BUT THE ENVELOPE WAS OPEN. THE SEAL MUST OF NOT OF BEEN SECURE,",i was happy all gift cards were in the envelope but the envelope was open the seal must of not NOT_of NOT_been NOT_secure,other,,,,,,,,,,
4155,5,Thank you,thank you,other,,,,,,,,,,
41550,5,Came in good condition.,came in good condition,other,,,,,,,,,,
41551,5,Gave it for a gift and I am glad amazon sells gift cards and not e gift cards.,gave it for a gift and i am glad amazon sells gift cards and not NOT_e NOT_gift NOT_cards,other,,,,,,,,,,
41557,5,Fast shipment in the regular mail - 2 days.  Easy and convenient.,fast shipment in the regular mail 2 days easy and convenient,other,,,,,,,,,,
41569,5,This gift card arrived in an open envelope and it is a miracle that it wasn't stolen or fell out.,this gift card arrived in an open envelope and it is a miracle that it wasn t NOT_stolen NOT_or NOT_fell out,delivery_shipping,,,,,,,,,,
4157,5,thank you,thank you,other,,,,,,,,,,
4159,5,Never had glitches money on giftcard in minutes and kindle shopping done easy!!!,never NOT_had NOT_glitches NOT_money on giftcard in minutes and kindle shopping done easy,other,,,,,,,,,,
41595,5,It's a $25 gift card for Burger King. I ordered it for a care package I was making for a friend. Appreciated the fast and free delivery. Very nice!,it s a 25 gift card for burger king i ordered it for a care package i was making for a friend appreciated the fast and free delivery very nice,delivery_shipping,,,,,,,,,,
41597,5,gift card as discribed,gift card as discribed,other,,,,,,,,,,
41627,5,Handy. Used as a present to the teacher to show appreciation,handy used as a present to the teacher to show appreciation,other,,,,,,,,,,
41650,5,My only issue is that it is non-refundable. But at least it does not expire fast.,my only issue is that it is non refundable but at least it does not NOT_expire NOT_fast,other,,,,,,,,,,
41653,5,Gift,gift,other,,,,,,,,,,
41661,5,"The little shipping box is jut adorable!! It's super sturdy and opens and closes with a magnetic closure. I forsee a certain dollhouse receiving a TV shipment, LOL!",the little shipping box is jut adorable it s super sturdy and opens and closes with a magnetic closure i forsee a certain dollhouse receiving a tv shipment lol,delivery_shipping,,,,,,,,,,
41678,5,Given as a gift,given as a gift,other,,,,,,,,,,
41696,5,Can never go wrong with Amazon gift cards!,can never NOT_go NOT_wrong NOT_with amazon gift cards,other,,,,,,,,,,
41701,5,Thank you coz it works,thank you coz it works,other,,,,,,,,,,
41714,5,This is easy to do.,this is easy to do,other,,,,,,,,,,
4172,5,gift,gift,other,,,,,,,,,,
41748,5,I've bought 3 or 4 gift cards from this seller and there were no issues. I will buy again.,i ve bought 3 or 4 gift cards from this seller and there were no NOT_issues i will buy again,other,,,,,,,,,,
41759,4,Good to have available when needed.,good to have available when needed,other,,,,,,,,,,
41761,5,Well what can I say. Best gift I could give.,well what can i say best gift i could give,other,,,,,,,,,,
41771,5,Excellent gift box for Amazon gift card.,excellent gift box for amazon gift card,other,,,,,,,,,,
41776,5,Whats not to love with an Amazon Gift Card? Think of all the possibilities!,whats not NOT_to NOT_love NOT_with an amazon gift card think of all the possibilities,other,,,,,,,,,,
41779,5,What can I say?  It is a gift card.  Everyone likes getting gift cards.<br /><br />The little container it came in is cute.,what can i say it is a gift card everyone likes getting gift cards br br the little container it came in is cute,other,,,,,,,,,,
41781,5,Very convenient,very convenient,other,,,,,,,,,,
41791,5,A favorite place out family likes to go for fun!,a favorite place out family likes to go for fun,other,,,,,,,,,,
41793,2,Why is there a rating for this. But at least I got the $5 extra.,why is there a rating for this but at least i got the 5 extra,other,,,,,,,,,,
41799,1,Please tell the UI/UX team responsible for this change to rethink their approach to UI/UX. Thank you.,please tell the ui ux team responsible for this change to rethink their approach to ui ux thank you,other,,,,,,,,,,
41801,5,Another lucky person received this gift from me.  Who doesn't like Amazon?,another lucky person received this gift from me who doesn t like amazon,other,,,,,,,,,,
41802,5,"Cute give bag, great gift.",cute give bag great gift,other,,,,,,,,,,
41804,5,There's an AMC theater by most everyone. Great extra gift especially for couples.,there s an amc theater by most everyone great extra gift especially for couples,other,,,,,,,,,,
41806,5,Great present for my grandma.,great present for my grandma,other,,,,,,,,,,
41814,5,GIFT CARD...IT'S OK,gift card it s ok,other,,,,,,,,,,
41824,5,Easy and to.the point,easy and to the point,other,,,,,,,,,,
41828,5,Simple way to recharge your cash for buying more stuff from Amazon. Within minutes it's ready to use when you want to.,simple way to recharge your cash for buying more stuff from amazon within minutes it s ready to use when you want to,other,,,,,,,,,,
4184,5,Came already in a gift box which made it even more ideal for a last minute gift!,came already in a gift box which made it even more ideal for a last minute gift,other,,,,,,,,,,
41840,5,Nothing like spending on a gift card....easy money,nothing like spending on a gift card easy money,other,,,,,,,,,,
41847,2,I thought I was going to receive this gift card but Amazon just applied it to my purchase.,i thought i was going to receive this gift card but amazon just applied it to my purchase,other,,,,,,,,,,
41854,5,Idk what else to say really,idk what else to say really,other,,,,,,,,,,
41855,5,Nice but I didn't get a bonus even though I reloaded $500 :(,nice but i didn t NOT_get NOT_a NOT_bonus even though i reloaded 500,other,,,,,,,,,,
41868,5,Extremely easy and convenient to add a gift card balance.,extremely easy and convenient to add a gift card balance,other,,,,,,,,,,
41874,5,"The cards came quickly and worked beautifully. I did uncover the pin to confirm that they had the proper amounts on them, but that's a small price to pay for the convenience of getting Amtrak cards sent to your door. I would do this again with this seller, gladly!",the cards came quickly and worked beautifully i did uncover the pin to confirm that they had the proper amounts on them but that s a small price to pay for the convenience of getting amtrak cards sent to your door i would do this again with this seller gladly,redemption_activation,,,,,,,,,,
41886,5,I loved the convenience and cute little box with the gift bow. I got it for a thank you gift.,i loved the convenience and cute little box with the gift bow i got it for a thank you gift,other,,,,,,,,,,
4189,5,Really cute presentation fir gift card,really cute presentation fir gift card,other,,,,,,,,,,
41890,1,I didn’t get a $10 gift for reloading my gift card because I had previously reloaded it and got a $15 gift card so that was disappointing.,i didn t get a 10 gift for reloading my gift card because i had previously reloaded it and got a 15 gift card so that was disappointing,other,,,,,,,,,,
41891,5,It's a gift card,it s a gift card,other,,,,,,,,,,
41894,5,Easy & simple to reload card.  Makes for quick check out.,easy simple to reload card makes for quick check out,other,,,,,,,,,,
41896,5,This is a Christmas present.,this is a christmas present,other,,,,,,,,,,
4190,5,Absolutely adorable,absolutely adorable,other,,,,,,,,,,
41906,5,"You can't go wrong with an Amazon gift card. Great packaging, everyone I know loves these.",you can t NOT_go NOT_wrong NOT_with an amazon gift card great packaging everyone i know loves these,other,,,,,,,,,,
41909,2,Is what it is,is what it is,other,,,,,,,,,,
41910,5,My brother in law loves the gift cards! Think he spent it Christmas Day!,my brother in law loves the gift cards think he spent it christmas day,other,,,,,,,,,,
41916,5,Makes for a nice Christmas gift,makes for a nice christmas gift,other,,,,,,,,,,
41925,5,Gift card was for my husband for Father's Day.,gift card was for my husband for father s day,other,,,,,,,,,,
41926,5,Perfect gift for family member.,perfect gift for family member,other,,,,,,,,,,
4193,5,I sent this to my granddaughter at school... she loves them and studies a lot at the Starbucks by her school... what kid wouldn’t like it,i sent this to my granddaughter at school she loves them and studies a lot at the starbucks by her school what kid wouldn t like it,other,,,,,,,,,,
41931,5,My husband loves Cracker Barrel,my husband loves cracker barrel,other,,,,,,,,,,
41953,4,My nieces and nephew were thankful for the three gift cards they got at Christmas.,my nieces and nephew were thankful for the three gift cards they got at christmas,other,,,,,,,,,,
4196,5,Was easy.,was easy,other,,,,,,,,,,
41962,3,"code did not work at first, do not buy. Go through audible website for more reliable card. You have to go to a different website to redeem this one.",code did not NOT_work NOT_at NOT_first do not NOT_buy go through audible website for more reliable card you have to go to a different website to redeem this one,redemption_activation,,,,,,,,,,
4198,5,My grand niece loves it,my grand niece loves it,other,,,,,,,,,,
41980,5,Added a little extra to other Amazon product purchases. Kinda cute the way it was packaged.,added a little extra to other amazon product purchases kinda cute the way it was packaged,other,,,,,,,,,,
41987,5,Cmon----its an Amazon gift card----nuff said,cmon its an amazon gift card nuff said,other,,,,,,,,,,
41998,5,great xmas gift,great xmas gift,other,,,,,,,,,,
42,5,Perfect and I even used Amazon Points - was mailed right out.,perfect and i even used amazon points was mailed right out,other,,,,,,,,,,
42002,5,great at christmas,great at christmas,other,,,,,,,,,,
42003,5,"You buy this as a gift for someone else, and they get $50 Amazon credit.  You shouldn't buy one of these for yourself, because you can just buy things directly for yourself from Amazon.",you buy this as a gift for someone else and they get 50 amazon credit you shouldn t NOT_buy NOT_one NOT_of these for yourself because you can just buy things directly for yourself from amazon,other,,,,,,,,,,
42006,4,Ok,ok,other,,,,,,,,,,
42027,5,Works great,works great,other,,,,,,,,,,
42037,5,good,good,other,,,,,,,,,,
4204,5,Convenience,convenience,other,,,,,,,,,,
42047,1,This also was a gift card for someone else .,this also was a gift card for someone else,other,,,,,,,,,,
42054,5,I like Visa gift cards because they can be spent anywhere and I need not send cash.,i like visa gift cards because they can be spent anywhere and i need not NOT_send NOT_cash,other,,,,,,,,,,
42062,5,Looks good,looks good,other,,,,,,,,,,
42068,5,Convenient as quick stocking stuffers!,convenient as quick stocking stuffers,other,,,,,,,,,,
4207,5,Great product,great product,other,,,,,,,,,,
42087,5,"When you have family or friends that are picky like mine are, these gift certificates are a perfect fit.",when you have family or friends that are picky like mine are these gift certificates are a perfect fit,other,,,,,,,,,,
42093,5,simple to order with other stuff and saved  trip to store!,simple to order with other stuff and saved trip to store,other,,,,,,,,,,
42096,5,We gave as a Christmas gift.  My son was very happy to receive this.  Now he can pick his own items from Omaha Steaks.  It arrived very quickly.  Omaha Steaks is the best!  We've purchase all of our meats from them.  I'm glad Amazon sells this gift card.  I'd definitely buy from them again.,we gave as a christmas gift my son was very happy to receive this now he can pick his own items from omaha steaks it arrived very quickly omaha steaks is the best we ve purchase all of our meats from them i m glad amazon sells this gift card i d definitely buy from them again,delivery_shipping,,,,,,,,,,
4210,4,Looks and feel like a gift. But why call it Kindle on the box if it can be used for eveything--as I was told when I called?,looks and feel like a gift but why call it kindle on the box if it can be used for eveything as i was told when i called,other,,,,,,,,,,
42110,5,I liked the birthday tin it came in,i liked the birthday tin it came in,other,,,,,,,,,,
42119,5,Something went wrong and it didn't work for the giftee.??,something went wrong and it didn t NOT_work NOT_for NOT_the giftee,other,,,,,,,,,,
42128,5,Actually pretty sweet! No extra money and it comes in a nice box!,actually pretty sweet no NOT_extra NOT_money NOT_and it comes in a nice box,other,,,,,,,,,,
42130,4,I like these but if you want to send them directly to the person you are giving them to don't add a note. It is printed on a little piece of paper and if you don't watch out you may miss it. Very impersonal. Otherwise I like them and use them every year for Christmas and Birthdays.,i like these but if you want to send them directly to the person you are giving them to don t NOT_add NOT_a NOT_note it is printed on a little piece of paper and if you don t NOT_watch NOT_out NOT_you may miss it very impersonal otherwise i like them and use them every year for christmas and birthdays,other,,,,,,,,,,
42143,5,Olive Garden is always a big hit!!,olive garden is always a big hit,other,,,,,,,,,,
42149,5,I already had a gift card on Amazon.  Someone reloaded it for me as a gift.  Best way to shop.,i already had a gift card on amazon someone reloaded it for me as a gift best way to shop,other,,,,,,,,,,
4215,5,Great deal,great deal,other,,,,,,,,,,
42151,5,I love the idea of the box,i love the idea of the box,other,,,,,,,,,,
42160,5,"Sent one to several out of town kids/relatives, and they loved it. Nice upscale Christmas-y packaging.",sent one to several out of town kids relatives and they loved it nice upscale christmas y packaging,other,,,,,,,,,,
42161,5,Good offer,good offer,other,,,,,,,,,,
42163,5,Easy to use,easy to use,other,,,,,,,,,,
42165,5,"Eas6,fast, convenient.",eas6 fast convenient,other,,,,,,,,,,
42166,5,"I loved these so much! Bought 12 of them, super cute and easy gift.",i loved these so much bought 12 of them super cute and easy gift,other,,,,,,,,,,
42168,5,how can you goof up a gift card,how can you goof up a gift card,other,,,,,,,,,,
4217,5,These are so convenient to have around for last minute gift giving.<br /><br />And the fact that you can load it with any amount you want remotely is awesome.<br /><br />Recommended,these are so convenient to have around for last minute gift giving br br and the fact that you can load it with any amount you want remotely is awesome br br recommended,other,,,,,,,,,,
42188,5,Perfect in every way!,perfect in every way,other,,,,,,,,,,
42196,5,Gift,gift,other,,,,,,,,,,
42197,5,Grandson loves it.. Meets 9 year old expectation ..,grandson loves it meets 9 year old expectation,other,,,,,,,,,,
422,5,Awesome gift!,awesome gift,other,,,,,,,,,,
42200,5,This was way more cute than I expected! And the box isn't a cheap flimsy one either. It's nice enough that I think the graduate might keep it as a keepsake. And it was shipped to me a day before expected which was a BONUS! :),this was way more cute than i expected and the box isn t NOT_a NOT_cheap NOT_flimsy one either it s nice enough that i think the graduate might keep it as a keepsake and it was shipped to me a day before expected which was a bonus,delivery_shipping,,,,,,,,,,
42209,5,I used it as a gift so the recipient could purchase what they wanted,i used it as a gift so the recipient could purchase what they wanted,other,,,,,,,,,,
42211,5,What can you say about a gift card.  It works.,what can you say about a gift card it works,other,,,,,,,,,,
42216,5,How can you give a gift card anything ess than five stars? Duh!,how can you give a gift card anything ess than five stars duh,other,,,,,,,,,,
42218,5,This made a nicer presentation than just a plain gift card.,this made a nicer presentation than just a plain gift card,other,,,,,,,,,,
42224,5,Great Product,great product,other,,,,,,,,,,
42226,5,Great Product,great product,other,,,,,,,,,,
42228,2,"I ordered a GAP gift card. I received a Baby GAP gift card; it spend the same, but since I'm giving it to an 11 year old it seems to be an insult to them to think of themselves as still a baby.",i ordered a gap gift card i received a baby gap gift card it spend the same but since i m giving it to an 11 year old it seems to be an insult to them to think of themselves as still a baby,other,,,,,,,,,,
42233,5,"It arrived next day without primer,  I liked it.",it arrived next day without primer i liked it,delivery_shipping,,,,,,,,,,
42244,5,Good last minute gift,good last minute gift,other,,,,,,,,,,
42246,5,Gift cards are wonderful,gift cards are wonderful,other,,,,,,,,,,
42247,5,Nice...,nice,other,,,,,,,,,,
42250,5,"That is what they ask for, can't go wrong!!",that is what they ask for can t NOT_go NOT_wrong,other,,,,,,,,,,
42253,5,"Amazing gift card! The material is SO premium and special. I almost don't want to use it. I may have it framed. Earth shattering and Amazing! Life changing!<br /><br />Yes, its just a gift card. Not sure what you are supposed to say in a review. It's literally money. So yeah. Next..",amazing gift card the material is so premium and special i almost don t NOT_want NOT_to NOT_use it i may have it framed earth shattering and amazing life changing br br yes its just a gift card not NOT_sure NOT_what NOT_you are supposed to say in a review it s literally money so yeah next,other,,,,,,,,,,
42265,3,Had a hard time trying to use it I recently got to use it thank goodness... It was like 2 years or a year don't remember how long ago i got this.,had a hard time trying to use it i recently got to use it thank goodness it was like 2 years or a year don t NOT_remember NOT_how NOT_long ago i got this,other,,,,,,,,,,
42272,5,Love it,love it,other,,,,,,,,,,
42277,5,Very cute gift cards.  I thought this would be a nice change from a standard gift card.  Great gift card!  Grand daughter loved the bookmark!,very cute gift cards i thought this would be a nice change from a standard gift card great gift card grand daughter loved the bookmark,other,,,,,,,,,,
42282,2,Is a great way to send a gift card but the problem and reason for the 2 star review was it took a month to get their. Was told about 12 days since was going to Hawaii for grand daughters birthday but didn’t get it way after birthday.,is a great way to send a gift card but the problem and reason for the 2 star review was it took a month to get their was told about 12 days since was going to hawaii for grand daughters birthday but didn t get it way after birthday,other,,,,,,,,,,
42289,5,Easy and convenient,easy and convenient,other,,,,,,,,,,
42304,5,its a gift card what is there to say??,its a gift card what is there to say,other,,,,,,,,,,
4232,5,Was so easy !!!!,was so easy,other,,,,,,,,,,
42334,5,Bitch better have my money,bitch better have my money,other,,,,,,,,,,
42335,5,Exactly what I wanted,exactly what i wanted,other,,,,,,,,,,
42336,5,Neat packaging !!,neat packaging,other,,,,,,,,,,
42338,5,It’s a gift card.,it s a gift card,other,,,,,,,,,,
42349,5,Works fine,works fine,other,,,,,,,,,,
42357,5,Was easy to use this and easier to gift if needed,was easy to use this and easier to gift if needed,other,,,,,,,,,,
42367,5,"Beautiful, presentable and perfect to give as a present",beautiful presentable and perfect to give as a present,other,,,,,,,,,,
42389,5,What an easy way to shop for a gift for anyone of all ages. I mean who can't use an Amazon gift card?,what an easy way to shop for a gift for anyone of all ages i mean who can t NOT_use NOT_an NOT_amazon gift card,other,,,,,,,,,,
42397,5,GOOD IDEA,good idea,other,,,,,,,,,,
42404,5,Awesome!,awesome,other,,,,,,,,,,
42405,5,It arrived promptly and will be enjoyed by my niece's family!!,it arrived promptly and will be enjoyed by my niece s family,delivery_shipping,,,,,,,,,,
42409,5,Very easy to use and it reloads fast!,very easy to use and it reloads fast,other,,,,,,,,,,
42414,1,"This is one of the few things that I am extremely dissatisfied buying on amazon (Instant pot being the other). I had to get the gifts done at the last minute for my sons teachers before the school closes. I received these yesterday and even gifted them away but I have this nagging doubt how would I know if the card turned out to be already used. Because the plastic cover that one of the cards was in was very rudely torn and the card was removed from the envelope and out back in. The product code was not touched but how is it possible to know how much money is in it, if at all it was tampered. I should have given e gift cards but its hard to track down the teachers and get their Email or phone number.",this is one of the few things that i am extremely dissatisfied buying on amazon instant pot being the other i had to get the gifts done at the last minute for my sons teachers before the school closes i received these yesterday and even gifted them away but i have this nagging doubt how would i know if the card turned out to be already used because the plastic cover that one of the cards was in was very rudely torn and the card was removed from the envelope and out back in the product code was not NOT_touched NOT_but NOT_how is it possible to know how much money is in it if at all it was tampered i should have given e gift cards but its hard to track down the teachers and get their email or phone number,redemption_activation,,,,,,,,,,
42418,5,Love these quick n easy gifts for readers and other Amazon shoppers.,love these quick n easy gifts for readers and other amazon shoppers,other,,,,,,,,,,
42429,5,Great!!!,great,other,,,,,,,,,,
42432,5,Worked great,worked great,other,,,,,,,,,,
42433,5,"Its money, how can u not love it? :D",its money how can u not NOT_love NOT_it d,other,,,,,,,,,,
42436,5,Ordered this for one of my boyfriend's valentine's day gifts. It arrived so fast- I was shocked to find it had already been delivered when it still has another week to get here! He loves panda express & this was an easy way to get a gift card (we don't have any in our area)- definitely a great present & worth your money.,ordered this for one of my boyfriend s valentine s day gifts it arrived so fast i was shocked to find it had already been delivered when it still has another week to get here he loves panda express this was an easy way to get a gift card we don t NOT_have NOT_any NOT_in our area definitely a great present worth your money,delivery_shipping,,,,,,,,,,
42444,5,Great gift,great gift,other,,,,,,,,,,
42454,5,"Makes a great gift , easy to do and easy to reload . Would be great for college age gift for a child away or a parent gift",makes a great gift easy to do and easy to reload would be great for college age gift for a child away or a parent gift,other,,,,,,,,,,
42458,5,GIFT CARD,gift card,other,,,,,,,,,,
42463,5,gift,gift,other,,,,,,,,,,
42469,5,Perfect gift for someone you don't know what to give.  What is better to give than your own choice of gift!,perfect gift for someone you don t NOT_know NOT_what NOT_to give what is better to give than your own choice of gift,other,,,,,,,,,,
42471,5,What do you buy for someone who buys himself whatever he needs or wants?  A gift card was the perfect choice and I love the snowflake gift box it came it.  I know it will be used wisely because there is a new baby coming and the Amazon gift registry is waiting to be fulfilled.,what do you buy for someone who buys himself whatever he needs or wants a gift card was the perfect choice and i love the snowflake gift box it came it i know it will be used wisely because there is a new baby coming and the amazon gift registry is waiting to be fulfilled,other,,,,,,,,,,
42473,4,Makes it very easy to buy books and magazines for my Kindle and to purchase products to be shipped to other locations.,makes it very easy to buy books and magazines for my kindle and to purchase products to be shipped to other locations,delivery_shipping,,,,,,,,,,
42474,5,Worked great and fast. What can I say!,worked great and fast what can i say,other,,,,,,,,,,
4248,5,Great gift ideal,great gift ideal,other,,,,,,,,,,
42482,5,Perfect gift for the cousins :),perfect gift for the cousins,other,,,,,,,,,,
42487,5,Needed a gift card and it arrived in perfect condition!,needed a gift card and it arrived in perfect condition,delivery_shipping,,,,,,,,,,
42492,5,Gift card are so easy for the persons that are so hard to buy for.,gift card are so easy for the persons that are so hard to buy for,other,,,,,,,,,,
42496,5,reloading,reloading,other,,,,,,,,,,
42499,5,Awesome gift!!,awesome gift,other,,,,,,,,,,
4250,5,"Parents have been going to drive thru of this restaurant during pandemic. They report contactless delivery of food and the one they go to even sells 10 lb. bags of ice, which is nice for senior citizens who need it without making extra stops at grocery stores, etc. They also like the gallons of tea they get there.",parents have been going to drive thru of this restaurant during pandemic they report contactless delivery of food and the one they go to even sells 10 lb bags of ice which is nice for senior citizens who need it without making extra stops at grocery stores etc they also like the gallons of tea they get there,delivery_shipping,,,,,,,,,,
42501,5,Cute,cute,other,,,,,,,,,,
42509,5,I didn't know how I could add money to my account. I ran across information that showed how. I added money to my account for future purchases. Cool feature .,i didn t NOT_know NOT_how NOT_i could add money to my account i ran across information that showed how i added money to my account for future purchases cool feature,other,,,,,,,,,,
42512,5,Purchase for heavy coffee drinker as Birthday gift.,purchase for heavy coffee drinker as birthday gift,other,,,,,,,,,,
42518,5,Easy reload,easy reload,other,,,,,,,,,,
42522,5,I needed something to present a gift card and this was very classy.,i needed something to present a gift card and this was very classy,other,,,,,,,,,,
42545,5,Great product!,great product,other,,,,,,,,,,
42548,5,Ya it'a awesome I do just about all of my shopping through Amazon. And have been a loyal customer for many years now.  Just wish my gift card had more money on it. LOL oh well.,ya it a awesome i do just about all of my shopping through amazon and have been a loyal customer for many years now just wish my gift card had more money on it lol oh well,other,,,,,,,,,,
42550,5,Loaded fast. Thank you.,loaded fast thank you,other,,,,,,,,,,
42559,5,ez peasezy,ez peasezy,other,,,,,,,,,,
42566,5,Ffdcnhg,ffdcnhg,other,,,,,,,,,,
42570,5,Can be used for Amazon wish lists,can be used for amazon wish lists,other,,,,,,,,,,
42571,5,I gave it to my daughter in law for birthday present,i gave it to my daughter in law for birthday present,other,,,,,,,,,,
42573,5,Arrived on time.  Gift Card so not much more to say!,arrived on time gift card so not NOT_much NOT_more NOT_to say,delivery_shipping,,,,,,,,,,
42577,1,"Hey everyone, these seem great.  But couple things.  You can't use at restaurants or places where you need top leave a tip. It only allows for the total.  Second you're paying 6 bucks to give money when you can just use venmo or zelle for free.  And when you get down under like 15 bucks it's almost impossible to use it to the pennies so you are left not using penalty s Coyle bucks.  So 100 bucks minus cost and amount used your only getting 85.. don't waste your money.",hey everyone these seem great but couple things you can t NOT_use NOT_at NOT_restaurants or places where you need top leave a tip it only allows for the total second you re paying 6 bucks to give money when you can just use venmo or zelle for free and when you get down under like 15 bucks it s almost impossible to use it to the pennies so you are left not NOT_using NOT_penalty NOT_s coyle bucks so 100 bucks minus cost and amount used your only getting 85 don t NOT_waste NOT_your NOT_money,other,,,,,,,,,,
42584,5,Everyone can find something on Amazon,everyone can find something on amazon,other,,,,,,,,,,
42589,5,"Gee, I reloaded my gift card. WoW :)",gee i reloaded my gift card wow,other,,,,,,,,,,
42592,5,very convient,very convient,other,,,,,,,,,,
42596,1,Never order a gift card from amazon it’s a nightmare to correct and I’m not sure yet if it is corrected!,never NOT_order NOT_a NOT_gift card from amazon it s a nightmare to correct and i m not NOT_sure NOT_yet NOT_if it is corrected,other,,,,,,,,,,
42610,4,A clever packaging for a gift card! Fits right in with a graduation gift.,a clever packaging for a gift card fits right in with a graduation gift,other,,,,,,,,,,
42614,1,"The person who received The gift certificate went to use it and it was not accepted. She reported this to MasterCard and they’re investigating this, because $20 was already charged by an unknown party. They said it would take 10 days before they get back to her.",the person who received the gift certificate went to use it and it was not NOT_accepted she reported this to mastercard and they re investigating this because 20 was already charged by an unknown party they said it would take 10 days before they get back to her,other,,,,,,,,,,
42615,5,"After wasting my time trying to figure out what to buy for Christmas, I decided these gift cards were the way to go.",after wasting my time trying to figure out what to buy for christmas i decided these gift cards were the way to go,other,,,,,,,,,,
42619,5,"It only takes a few moments, it is easy and you can reload with any amount.",it only takes a few moments it is easy and you can reload with any amount,other,,,,,,,,,,
